trip_id,optimized_route,optimized_distance_km,optimized_duration_min
225,Shah Ghouse Gachibowli → Spencer's Retail → Adidas Originals → IKEA Hyderabad → Bawarchi RTC X Roads,141.55,291.49
226,Darpan Furnishings → Kalanikethan Kukatpally → Puma Store,74.01,96.08
227,Chennai Shopping Mall → Forum Sujana Zara → Shah Ghouse Gachibowli → Green Trends → Nature's Basket → Sarath City Capital H&M → Paradise Biryani Secunderabad,198.32,281.31
228,Cafe Niloufer → MedPlus Madhapur → Jos Alukkas → Forum Sujana Zara,118.38,164.81
229,Cafe Niloufer → MedPlus Madhapur → Jos Alukkas,82.87,127.66
230,Shah Ghouse Gachibowli → Spencer's Retail → Adidas Originals → IKEA Hyderabad,89.61,182.02
231,Cafe Niloufer → MedPlus Madhapur → Jos Alukkas,82.87,127.66
232,Himalaya Book World → Lalitha Jewellery → Sarath City Capital H&M → Chutneys Restaurant → Cafe Niloufer,155.74,198.32
233,Chennai Shopping Mall → Forum Sujana Zara → Shah Ghouse Gachibowli → Green Trends → Nature's Basket → Sarath City Capital H&M,177.07,238.38
234,Cafe Niloufer → MedPlus Madhapur → Jos Alukkas,82.87,127.66
235,Chennai Shopping Mall → Forum Sujana Zara → Shah Ghouse Gachibowli → Green Trends → Nature's Basket → Sarath City Capital H&M,177.07,238.38
236,Cafe Niloufer → MedPlus Madhapur → Jos Alukkas,82.87,127.66
237,Shah Ghouse Gachibowli → Spencer's Retail → Adidas Originals → IKEA Hyderabad,89.61,182.02
238,Inorbit Mall Shoppers Stop → Joyalukkas → Metro Cash & Carry → Ghanshyam Supermarket → GVK One Lifestyle → Heritage Fresh → Page 3 Luxury Salon,10142.61,10224.23
239,Inorbit Mall Shoppers Stop → Joyalukkas → Metro Cash & Carry → Ghanshyam Supermarket → GVK One Lifestyle → Heritage Fresh → Page 3 Luxury Salon,10142.61,10224.23
240,Shah Ghouse Gachibowli → Spencer's Retail → Adidas Originals → IKEA Hyderabad,89.61,182.02
241,Himalaya Book World → Lalitha Jewellery → Sarath City Capital H&M → Cafe Niloufer,80.68,124.95
242,Apollo Health City → Bata Shoe Store → Puma Store → Metro Shoes → Q-Mart Gachibowli → Bajaj Electronics → GVK One Lifestyle,166.66,255.45
243,Himalaya Book World → Lalitha Jewellery → Sarath City Capital H&M → Cafe Niloufer,80.68,124.95
244,Himalaya Book World → Lalitha Jewellery → Sarath City Capital H&M → Cafe Niloufer,80.68,124.95
245,Chennai Shopping Mall → Forum Sujana Zara → Shah Ghouse Gachibowli → Nature's Basket → Sarath City Capital H&M,158.58,194.1
246,Shah Ghouse Gachibowli → Adidas Originals → IKEA Hyderabad,75.03,133.39
247,Shah Ghouse Gachibowli → Adidas Originals → IKEA Hyderabad,75.03,133.39
248,Shah Ghouse Gachibowli → Adidas Originals → IKEA Hyderabad,75.03,133.39
249,Inorbit Mall Shoppers Stop → Joyalukkas → Metro Cash & Carry → Ghanshyam Supermarket → GVK One Lifestyle → Page 3 Luxury Salon,10135.15,10205.78
250,Apollo Health City → Bata Shoe Store → Puma Store → Metro Shoes → Q-Mart Gachibowli → Bajaj Electronics → GVK One Lifestyle,166.66,255.45
251,Inorbit Mall Shoppers Stop → Joyalukkas → Metro Cash & Carry → Ghanshyam Supermarket → GVK One Lifestyle → Page 3 Luxury Salon,10135.15,10205.78
252,Himalaya Book World → Lalitha Jewellery → Sarath City Capital H&M → Cafe Niloufer,80.68,124.95
253,Chennai Shopping Mall → Forum Sujana Zara → Shah Ghouse Gachibowli → Sarath City Capital H&M,146.8,165.25
254,Chennai Shopping Mall → Forum Sujana Zara → Shah Ghouse Gachibowli → Sarath City Capital H&M,146.8,165.25
255,Bajaj Electronics → Joyalukkas → Himalaya Book World → Paradise Biryani Secunderabad → Chennai Shopping Mall → GVK One Lifestyle → Crossword Bookstore,122.57,252.5
256,Inorbit Mall Shoppers Stop → Metro Cash & Carry → Ghanshyam Supermarket → GVK One Lifestyle → Page 3 Luxury Salon,10086.22,10148.9
257,Chennai Shopping Mall → Forum Sujana Zara → Shah Ghouse Gachibowli → Sarath City Capital H&M,146.8,165.25
258,Himalaya Book World → Lalitha Jewellery → Cafe Niloufer,78.47,117.71
259,Chennai Shopping Mall → Forum Sujana Zara → Shah Ghouse Gachibowli → Sarath City Capital H&M,146.8,165.25
260,Himalaya Book World → Lalitha Jewellery → Cafe Niloufer,78.47,117.71
261,Apollo Health City → Puma Store → Metro Shoes → Q-Mart Gachibowli → Bajaj Electronics → GVK One Lifestyle,163.21,246.33
262,Apollo Health City → Puma Store → Metro Shoes → Q-Mart Gachibowli → Bajaj Electronics → GVK One Lifestyle,163.21,246.33
263,Bajaj Electronics → Joyalukkas → Himalaya Book World → Paradise Biryani Secunderabad → Chennai Shopping Mall → GVK One Lifestyle → Crossword Bookstore,122.57,252.5
264,Inorbit Mall Shoppers Stop → Metro Cash & Carry → Ghanshyam Supermarket → GVK One Lifestyle → Page 3 Luxury Salon,10086.22,10148.9
265,Inorbit Mall Shoppers Stop → Metro Cash & Carry → Ghanshyam Supermarket → Page 3 Luxury Salon,10077.73,10125.65
266,Inorbit Mall Shoppers Stop → Metro Cash & Carry → Ghanshyam Supermarket → Page 3 Luxury Salon,10077.73,10125.65
267,Page 3 Luxury Salon → Apollo Pharmacy → Himalaya Book World → Aroma Boutique → Nature's Basket → Kalanikethan Kukatpally → Metro Cash & Carry,10186.02,10242.59
268,Page 3 Luxury Salon → Apollo Pharmacy → Himalaya Book World → Aroma Boutique → Nature's Basket → Kalanikethan Kukatpally → Metro Cash & Carry,10186.02,10242.59
269,Inorbit Mall Shoppers Stop → Metro Cash & Carry → Ghanshyam Supermarket → Page 3 Luxury Salon,10077.73,10125.65
270,Apollo Health City → Puma Store → Metro Shoes → Q-Mart Gachibowli → GVK One Lifestyle,91.88,177.73
271,Inorbit Mall Shoppers Stop → Metro Cash & Carry → Ghanshyam Supermarket → Page 3 Luxury Salon,10077.73,10125.65
272,Page 3 Luxury Salon → Apollo Pharmacy → Himalaya Book World → Aroma Boutique → Nature's Basket → Kalanikethan Kukatpally → Metro Cash & Carry,10186.02,10242.59
273,Page 3 Luxury Salon → Apollo Pharmacy → Himalaya Book World → Aroma Boutique → Nature's Basket → Kalanikethan Kukatpally → Metro Cash & Carry,10186.02,10242.59
274,Page 3 Luxury Salon → Apollo Pharmacy → Himalaya Book World → Aroma Boutique → Nature's Basket → Kalanikethan Kukatpally → Metro Cash & Carry,10186.02,10242.59
275,Chennai Shopping Mall → Forum Sujana Zara → Sarath City Capital H&M,84.82,99.07
276,Apollo Health City → Puma Store → Metro Shoes → Q-Mart Gachibowli → GVK One Lifestyle,91.88,177.73
277,Bajaj Electronics → Joyalukkas → Paradise Biryani Secunderabad → Chennai Shopping Mall → Crossword Bookstore,125.13,207.85
278,Apollo Health City → Puma Store → Q-Mart Gachibowli → GVK One Lifestyle,90.11,172.29
279,Page 3 Luxury Salon → Apollo Pharmacy → Aroma Boutique → Nature's Basket → Kalanikethan Kukatpally → Metro Cash & Carry,10159.51,10198.74
280,Apollo Health City → Puma Store → Q-Mart Gachibowli → GVK One Lifestyle,90.11,172.29
281,Bajaj Electronics → Joyalukkas → Paradise Biryani Secunderabad → Chennai Shopping Mall → Crossword Bookstore,125.13,207.85
282,Inorbit Mall Shoppers Stop → Metro Cash & Carry → Ghanshyam Supermarket,78.73,126.65
283,Page 3 Luxury Salon → Apollo Pharmacy → Aroma Boutique → Nature's Basket → Kalanikethan Kukatpally → Metro Cash & Carry,10159.51,10198.74
284,Apollo Health City → Puma Store → Q-Mart Gachibowli → GVK One Lifestyle,90.11,172.29
285,Apollo Health City → Puma Store → Q-Mart Gachibowli → GVK One Lifestyle,90.11,172.29
286,Bajaj Electronics → Joyalukkas → Paradise Biryani Secunderabad → Chennai Shopping Mall → Crossword Bookstore,125.13,207.85
287,Chennai Shopping Mall → Reliance Digital → Inorbit Mall Shoppers Stop → Malabar Gold & Diamonds → Bajaj Electronics → Nike Exclusive Store → Apollo Health City,156.65,256.05
288,Bajaj Electronics → Joyalukkas → Paradise Biryani Secunderabad → Chennai Shopping Mall → Crossword Bookstore,125.13,207.85
289,Chennai Shopping Mall → Reliance Digital → Inorbit Mall Shoppers Stop → Malabar Gold & Diamonds → Nike Exclusive Store → Apollo Health City,158.57,236.92
290,Chennai Shopping Mall → Reliance Digital → Inorbit Mall Shoppers Stop → Malabar Gold & Diamonds → Nike Exclusive Store → Apollo Health City,158.57,236.92
291,Apollo Health City → Puma Store → Q-Mart Gachibowli,58.86,102.61
292,Chennai Shopping Mall → Reliance Digital → Inorbit Mall Shoppers Stop → Malabar Gold & Diamonds → Nike Exclusive Store → Apollo Health City,158.57,236.92
293,Page 3 Luxury Salon → Apollo Pharmacy → Aroma Boutique → Nature's Basket → Kalanikethan Kukatpally,10069.12,10102.37
294,Reliance Smart Jubilee → Sarath City Capital H&M → Spencer's Retail → Alankrita Boutique → Ghanshyam Supermarket → Heritage Fresh → Cafe Niloufer,163.96,266.29
295,Bajaj Electronics → Paradise Biryani Secunderabad → Chennai Shopping Mall → Crossword Bookstore,119.79,189.26
296,Apollo Health City → Puma Store → Q-Mart Gachibowli,58.86,102.61
297,Reliance Smart Jubilee → Sarath City Capital H&M → Spencer's Retail → Alankrita Boutique → Ghanshyam Supermarket → Heritage Fresh → Cafe Niloufer,163.96,266.29
298,Page 3 Luxury Salon → Apollo Pharmacy → Aroma Boutique → Nature's Basket → Kalanikethan Kukatpally,10069.12,10102.37
299,Chennai Shopping Mall → Reliance Digital → Inorbit Mall Shoppers Stop → Malabar Gold & Diamonds → Nike Exclusive Store → Apollo Health City,158.57,236.92
300,Page 3 Luxury Salon → Apollo Pharmacy → Aroma Boutique → Nature's Basket → Kalanikethan Kukatpally,10069.12,10102.37
301,Reliance Smart Jubilee → Sarath City Capital H&M → Heritage Fresh → Ghanshyam Supermarket → Alankrita Boutique → Cafe Niloufer,168.21,252.12
302,Bajaj Electronics → Paradise Biryani Secunderabad → Chennai Shopping Mall,73.84,129.46
303,Page 3 Luxury Salon → Apollo Pharmacy → Nature's Basket → Kalanikethan Kukatpally,10065.44,10099.2
304,Chennai Shopping Mall → Reliance Digital → Inorbit Mall Shoppers Stop → Malabar Gold & Diamonds → Nike Exclusive Store,107.92,178.69
305,Chennai Shopping Mall → Reliance Digital → Inorbit Mall Shoppers Stop → Malabar Gold & Diamonds → Nike Exclusive Store,107.92,178.69
306,Page 3 Luxury Salon → Apollo Pharmacy → Nature's Basket → Kalanikethan Kukatpally,10065.44,10099.2
307,Reliance Smart Jubilee → Sarath City Capital H&M → Heritage Fresh → Ghanshyam Supermarket → Alankrita Boutique → Cafe Niloufer,168.21,252.12
308,Page 3 Luxury Salon → Apollo Pharmacy → Nature's Basket → Kalanikethan Kukatpally,10065.44,10099.2
309,Chennai Shopping Mall → Reliance Digital → Inorbit Mall Shoppers Stop → Malabar Gold & Diamonds → Nike Exclusive Store,107.92,178.69
310,Bajaj Electronics → Paradise Biryani Secunderabad → Chennai Shopping Mall,73.84,129.46
311,Chennai Shopping Mall → Reliance Digital → Inorbit Mall Shoppers Stop → Malabar Gold & Diamonds → Nike Exclusive Store,107.92,178.69
312,Bajaj Electronics → Paradise Biryani Secunderabad → Chennai Shopping Mall,73.84,129.46
313,Chennai Shopping Mall → Reliance Digital → Inorbit Mall Shoppers Stop → Nike Exclusive Store,110.03,171.87
314,Page 3 Luxury Salon → Apollo Pharmacy → Kalanikethan Kukatpally,10025.9,10058.18
315,Reliance Smart Jubilee → Sarath City Capital H&M → Heritage Fresh → Ghanshyam Supermarket → Alankrita Boutique,117.71,174.04
316,Reliance Smart Jubilee → Sarath City Capital H&M → Heritage Fresh → Ghanshyam Supermarket → Alankrita Boutique,117.71,174.04
317,Page 3 Luxury Salon → Apollo Pharmacy → Kalanikethan Kukatpally,10025.9,10058.18
318,Chennai Shopping Mall → Reliance Digital → Inorbit Mall Shoppers Stop → Nike Exclusive Store,110.03,171.87
319,Reliance Smart Jubilee → Sarath City Capital H&M → Heritage Fresh → Ghanshyam Supermarket → Alankrita Boutique,117.71,174.04
320,Chennai Shopping Mall → Reliance Digital → Inorbit Mall Shoppers Stop → Nike Exclusive Store,110.03,171.87
321,Crossword Bookstore → Bata Shoe Store → Forum Sujana Zara → Croma Jubilee Hills → Lalitha Jewellery → Metro Shoes,144.31,183.12
322,Crossword Bookstore → Bata Shoe Store → Forum Sujana Zara → Croma Jubilee Hills → Lalitha Jewellery → Metro Shoes,144.31,183.12
323,Joyalukkas → Q-Mart Gachibowli → Himalaya Book World → Pista House → Chutneys Restaurant → Bawarchi RTC X Roads → Ghanshyam Supermarket,144.16,242.49
324,Crossword Bookstore → Bata Shoe Store → Forum Sujana Zara → Croma Jubilee Hills → Lalitha Jewellery → Metro Shoes,144.31,183.12
325,Joyalukkas → Q-Mart Gachibowli → Himalaya Book World → Chutneys Restaurant → Bawarchi RTC X Roads → Ghanshyam Supermarket,144.93,223.18
326,Bawarchi RTC X Roads → Wildcraft Store → Apollo Health City → D-Mart Begumpet → Himalaya Book World → Vijetha Supermarket → Karachi Bakery,167.87,252.89
327,Bawarchi RTC X Roads → Wildcraft Store → Apollo Health City → D-Mart Begumpet → Himalaya Book World → Vijetha Supermarket → Karachi Bakery,167.87,252.89
328,Chennai Shopping Mall → Inorbit Mall Shoppers Stop → Nike Exclusive Store,104.18,154.4
329,Chennai Shopping Mall → Inorbit Mall Shoppers Stop → Nike Exclusive Store,104.18,154.4
330,Joyalukkas → Q-Mart Gachibowli → Himalaya Book World → Chutneys Restaurant → Bawarchi RTC X Roads → Ghanshyam Supermarket,144.93,223.18
331,Bawarchi RTC X Roads → Wildcraft Store → Apollo Health City → D-Mart Begumpet → Himalaya Book World → Vijetha Supermarket → Karachi Bakery,167.87,252.89
332,Joyalukkas → Q-Mart Gachibowli → Himalaya Book World → Chutneys Restaurant → Bawarchi RTC X Roads → Ghanshyam Supermarket,144.93,223.18
333,Reliance Smart Jubilee → Sarath City Capital H&M → Alankrita Boutique → Ghanshyam Supermarket,76.89,145.94
334,Bawarchi RTC X Roads → Wildcraft Store → Apollo Health City → D-Mart Begumpet → Himalaya Book World → Vijetha Supermarket → Karachi Bakery,167.87,252.89
335,Chennai Shopping Mall → Inorbit Mall Shoppers Stop → Nike Exclusive Store,104.18,154.4
336,Chennai Shopping Mall → Inorbit Mall Shoppers Stop → Nike Exclusive Store,104.18,154.4
337,Reliance Smart Jubilee → Ghanshyam Supermarket → Alankrita Boutique,44.29,97.42
338,Alankrita Boutique → Apollo Pharmacy → Himalaya Book World → Aroma Boutique → Nike Exclusive Store → Adidas Originals → Chutneys Restaurant,191.65,311.37
339,Bawarchi RTC X Roads → Wildcraft Store → D-Mart Begumpet → Himalaya Book World → Vijetha Supermarket → Karachi Bakery,162.07,241.39
340,Reliance Smart Jubilee → Ghanshyam Supermarket → Alankrita Boutique,44.29,97.42
341,Reliance Smart Jubilee → Ghanshyam Supermarket → Alankrita Boutique,44.29,97.42
342,Reliance Smart Jubilee → Ghanshyam Supermarket → Alankrita Boutique,44.29,97.42
343,Bawarchi RTC X Roads → Wildcraft Store → D-Mart Begumpet → Himalaya Book World → Vijetha Supermarket → Karachi Bakery,162.07,241.39
344,Joyalukkas → Q-Mart Gachibowli → Ghanshyam Supermarket → Bawarchi RTC X Roads → Chutneys Restaurant,72.88,156.14
345,Alankrita Boutique → Apollo Pharmacy → Himalaya Book World → Aroma Boutique → Nike Exclusive Store → Adidas Originals → Chutneys Restaurant,191.65,311.37
346,Joyalukkas → Q-Mart Gachibowli → Ghanshyam Supermarket → Bawarchi RTC X Roads → Chutneys Restaurant,72.88,156.14
347,Alankrita Boutique → Apollo Pharmacy → Himalaya Book World → Aroma Boutique → Nike Exclusive Store → Adidas Originals → Chutneys Restaurant,191.65,311.37
348,Reliance Smart Jubilee → Ghanshyam Supermarket → Alankrita Boutique,44.29,97.42
349,Lalitha Jewellery → Bajaj Electronics → Neeru's Emporio → Decathlon Madhapur → Green Trends → Bawarchi RTC X Roads → Malabar Gold & Diamonds,178.36,331.94
350,Alankrita Boutique → Apollo Pharmacy → Himalaya Book World → Aroma Boutique → Adidas Originals → Chutneys Restaurant,177.64,277.62
351,Lalitha Jewellery → Bajaj Electronics → Neeru's Emporio → Decathlon Madhapur → Green Trends → Bawarchi RTC X Roads → Malabar Gold & Diamonds,178.36,331.94
352,Joyalukkas → Chutneys Restaurant → Bawarchi RTC X Roads → Ghanshyam Supermarket,99.72,134.2
353,Joyalukkas → Chutneys Restaurant → Bawarchi RTC X Roads → Ghanshyam Supermarket,99.72,134.2
354,Crossword Bookstore → Forum Sujana Zara → Lalitha Jewellery,82.83,96.65
355,Joyalukkas → Chutneys Restaurant → Bawarchi RTC X Roads → Ghanshyam Supermarket,99.72,134.2
356,Lalitha Jewellery → Bajaj Electronics → Neeru's Emporio → Decathlon Madhapur → Green Trends → Bawarchi RTC X Roads → Malabar Gold & Diamonds,178.36,331.94
357,Alankrita Boutique → Apollo Pharmacy → Himalaya Book World → Aroma Boutique → Adidas Originals → Chutneys Restaurant,177.64,277.62
358,Alankrita Boutique → Apollo Pharmacy → Himalaya Book World → Aroma Boutique → Adidas Originals → Chutneys Restaurant,177.64,277.62
359,Crossword Bookstore → Forum Sujana Zara → Lalitha Jewellery,82.83,96.65
360,Bawarchi RTC X Roads → Wildcraft Store → D-Mart Begumpet → Vijetha Supermarket → Karachi Bakery,148.59,211.83
361,Metro Cash & Carry → Ghanshyam Supermarket → Sarath City Capital H&M → Paradise Biryani Secunderabad → Malabar Gold & Diamonds → Bajaj Electronics → Ratnadeep Supermarket,145.64,263.61
362,Metro Cash & Carry → Ghanshyam Supermarket → Sarath City Capital H&M → Paradise Biryani Secunderabad → Malabar Gold & Diamonds → Bajaj Electronics → Ratnadeep Supermarket,145.64,263.61
363,Alankrita Boutique → Apollo Pharmacy → Himalaya Book World → Aroma Boutique → Adidas Originals,100.82,189.32
364,Lalitha Jewellery → Bajaj Electronics → Decathlon Madhapur → Green Trends → Bawarchi RTC X Roads → Malabar Gold & Diamonds,175.32,317.62
365,Metro Cash & Carry → Ghanshyam Supermarket → Sarath City Capital H&M → Paradise Biryani Secunderabad → Malabar Gold & Diamonds → Bajaj Electronics → Ratnadeep Supermarket,145.64,263.61
366,Joyalukkas → Chutneys Restaurant → Bawarchi RTC X Roads,94.47,117.52
367,Lalitha Jewellery → Bajaj Electronics → Decathlon Madhapur → Green Trends → Bawarchi RTC X Roads → Malabar Gold & Diamonds,175.32,317.62
368,Lalitha Jewellery → Bajaj Electronics → Decathlon Madhapur → Green Trends → Bawarchi RTC X Roads → Malabar Gold & Diamonds,175.32,317.62
369,Metro Cash & Carry → Ghanshyam Supermarket → Sarath City Capital H&M → Paradise Biryani Secunderabad → Malabar Gold & Diamonds → Bajaj Electronics → Ratnadeep Supermarket,145.64,263.61
370,Bawarchi RTC X Roads → Wildcraft Store → D-Mart Begumpet → Karachi Bakery,147.74,201.35
371,Joyalukkas → Chutneys Restaurant → Bawarchi RTC X Roads,94.47,117.52
372,Bawarchi RTC X Roads → Wildcraft Store → D-Mart Begumpet → Karachi Bakery,147.74,201.35
373,Bawarchi RTC X Roads → Wildcraft Store → D-Mart Begumpet,101.42,129.83
374,Alankrita Boutique → Aroma Boutique → Adidas Originals → Himalaya Book World,117.38,178.42
375,Pista House → Spencer's Retail → Kalanikethan Kukatpally → Puma Store → Ratnadeep Supermarket → Khazana Jewellers → Mebaz Banjara Hills,180.3,300.98
376,Alankrita Boutique → Aroma Boutique → Adidas Originals → Himalaya Book World,117.38,178.42
377,Metro Cash & Carry → Sarath City Capital H&M → Paradise Biryani Secunderabad → Malabar Gold & Diamonds → Bajaj Electronics → Ratnadeep Supermarket,125.95,195.35
378,Alankrita Boutique → Aroma Boutique → Adidas Originals → Himalaya Book World,117.38,178.42
379,Metro Cash & Carry → Sarath City Capital H&M → Paradise Biryani Secunderabad → Malabar Gold & Diamonds → Bajaj Electronics → Ratnadeep Supermarket,125.95,195.35
380,Pista House → Spencer's Retail → Kalanikethan Kukatpally → Puma Store → Ratnadeep Supermarket → Khazana Jewellers → Mebaz Banjara Hills,180.3,300.98
381,Lalitha Jewellery → Bajaj Electronics → Decathlon Madhapur → Malabar Gold & Diamonds → Bawarchi RTC X Roads,171.77,267.53
382,Pista House → Spencer's Retail → Kalanikethan Kukatpally → Puma Store → Ratnadeep Supermarket → Khazana Jewellers → Mebaz Banjara Hills,180.3,300.98
383,Alankrita Boutique → Aroma Boutique → Adidas Originals → Himalaya Book World,117.38,178.42
384,Lalitha Jewellery → Bajaj Electronics → Decathlon Madhapur → Malabar Gold & Diamonds → Bawarchi RTC X Roads,171.77,267.53
385,Alankrita Boutique → Aroma Boutique → Himalaya Book World,94.0,128.47
386,Metro Cash & Carry → Sarath City Capital H&M → Paradise Biryani Secunderabad → Malabar Gold & Diamonds → Ratnadeep Supermarket,121.89,177.45
387,Lalitha Jewellery → Bajaj Electronics → Decathlon Madhapur → Malabar Gold & Diamonds,120.41,166.36
388,Metro Cash & Carry → Sarath City Capital H&M → Paradise Biryani Secunderabad → Malabar Gold & Diamonds → Ratnadeep Supermarket,121.89,177.45
389,Lalitha Jewellery → Bajaj Electronics → Decathlon Madhapur → Malabar Gold & Diamonds,120.41,166.36
390,Lalitha Jewellery → Bajaj Electronics → Decathlon Madhapur → Malabar Gold & Diamonds,120.41,166.36
391,Heritage Fresh → Mebaz Banjara Hills → Nature's Basket → Nike Exclusive Store → Adidas Originals → Reliance Digital → Page 3 Luxury Salon,10159.9,10236.24
392,Alankrita Boutique → Aroma Boutique → Himalaya Book World,94.0,128.47
393,Lalitha Jewellery → Bajaj Electronics → Decathlon Madhapur → Malabar Gold & Diamonds,120.41,166.36
394,Lalitha Jewellery → Bajaj Electronics → Decathlon Madhapur → Malabar Gold & Diamonds,120.41,166.36
395,Lalitha Jewellery → Bajaj Electronics → Decathlon Madhapur → Malabar Gold & Diamonds,120.41,166.36
396,Alankrita Boutique → Aroma Boutique → Himalaya Book World,94.0,128.47
397,Fabindia Gachibowli → Nike Exclusive Store → Croma Jubilee Hills → Reliance Smart Jubilee → Lakme Salon → Alankrita Boutique → Chutneys Restaurant,151.2,260.72
398,Pista House → Spencer's Retail → Kalanikethan Kukatpally → Puma Store → Ratnadeep Supermarket,95.63,157.18
399,Lalitha Jewellery → Malabar Gold & Diamonds → Decathlon Madhapur,95.81,126.53
400,Metro Cash & Carry → Sarath City Capital H&M → Paradise Biryani Secunderabad → Malabar Gold & Diamonds,77.16,122.08
401,Heritage Fresh → Mebaz Banjara Hills → Nature's Basket → Adidas Originals → Reliance Digital → Page 3 Luxury Salon,10147.86,10202.89
402,Heritage Fresh → Mebaz Banjara Hills → Nature's Basket → Adidas Originals → Reliance Digital → Page 3 Luxury Salon,10147.86,10202.89
403,Metro Cash & Carry → Sarath City Capital H&M → Paradise Biryani Secunderabad → Malabar Gold & Diamonds,77.16,122.08
404,Heritage Fresh → Mebaz Banjara Hills → Nature's Basket → Adidas Originals → Reliance Digital → Page 3 Luxury Salon,10147.86,10202.89
405,Lalitha Jewellery → Malabar Gold & Diamonds → Decathlon Madhapur,95.81,126.53
406,Fabindia Gachibowli → Nike Exclusive Store → Croma Jubilee Hills → Reliance Smart Jubilee → Lakme Salon → Alankrita Boutique → Chutneys Restaurant,151.2,260.72
407,Lalitha Jewellery → Malabar Gold & Diamonds → Decathlon Madhapur,95.81,126.53
408,Pista House → Spencer's Retail → Kalanikethan Kukatpally → Puma Store → Ratnadeep Supermarket,95.63,157.18
409,Adidas Originals → Neeru's Emporio → Lalitha Jewellery → Inorbit Mall Shoppers Stop → Metro Cash & Carry → Wildcraft Store → Bata Shoe Store,218.96,315.08
410,Adidas Originals → Neeru's Emporio → Lalitha Jewellery → Inorbit Mall Shoppers Stop → Metro Cash & Carry → Wildcraft Store → Bata Shoe Store,218.96,315.08
411,Pista House → Spencer's Retail → Kalanikethan Kukatpally → Puma Store,57.92,107.6
412,Fabindia Gachibowli → Nike Exclusive Store → Croma Jubilee Hills → Reliance Smart Jubilee → Lakme Salon → Chutneys Restaurant,144.9,238.49
413,Metro Cash & Carry → Sarath City Capital H&M → Malabar Gold & Diamonds,82.19,105.19
414,Adidas Originals → Neeru's Emporio → Lalitha Jewellery → Inorbit Mall Shoppers Stop → Metro Cash & Carry → Wildcraft Store → Bata Shoe Store,218.96,315.08
415,Heritage Fresh → Mebaz Banjara Hills → Adidas Originals → Reliance Digital → Page 3 Luxury Salon,10127.93,10176.46
416,Metro Cash & Carry → Sarath City Capital H&M → Malabar Gold & Diamonds,82.19,105.19
417,Adidas Originals → Neeru's Emporio → Lalitha Jewellery → Inorbit Mall Shoppers Stop → Metro Cash & Carry → Wildcraft Store → Bata Shoe Store,218.96,315.08
418,Metro Cash & Carry → Sarath City Capital H&M → Malabar Gold & Diamonds,82.19,105.19
419,Adidas Originals → Neeru's Emporio → Lalitha Jewellery → Inorbit Mall Shoppers Stop → Metro Cash & Carry → Wildcraft Store → Bata Shoe Store,218.96,315.08
420,Fabindia Gachibowli → Nike Exclusive Store → Croma Jubilee Hills → Reliance Smart Jubilee → Lakme Salon → Chutneys Restaurant,144.9,238.49
421,Ratnadeep Supermarket → Concu Jubilee Hills → Ghanshyam Supermarket → Alankrita Boutique → Crossword Bookstore → Sarath City Capital H&M → Khazana Jewellers,20150.8,20205.6
422,Heritage Fresh → Mebaz Banjara Hills → Adidas Originals → Reliance Digital,128.93,177.46
423,Heritage Fresh → Mebaz Banjara Hills → Adidas Originals → Reliance Digital,128.93,177.46
424,Adidas Originals → Bata Shoe Store → Wildcraft Store → Metro Cash & Carry → Lalitha Jewellery → Inorbit Mall Shoppers Stop,192.25,268.8
425,Pista House → Spencer's Retail → Kalanikethan Kukatpally,51.94,92.4
426,Ratnadeep Supermarket → Concu Jubilee Hills → Ghanshyam Supermarket → Alankrita Boutique → Crossword Bookstore → Sarath City Capital H&M → Khazana Jewellers,20150.8,20205.6
427,Pista House → Spencer's Retail → Kalanikethan Kukatpally,51.94,92.4
428,Pista House → Spencer's Retail → Kalanikethan Kukatpally,51.94,92.4
429,Fabindia Gachibowli → Nike Exclusive Store → Croma Jubilee Hills → Reliance Smart Jubilee → Chutneys Restaurant,138.06,180.24
430,Adidas Originals → Bata Shoe Store → Wildcraft Store → Metro Cash & Carry → Lalitha Jewellery → Inorbit Mall Shoppers Stop,192.25,268.8
431,Heritage Fresh → Mebaz Banjara Hills → Adidas Originals → Reliance Digital,128.93,177.46
432,Adidas Originals → Bata Shoe Store → Wildcraft Store → Metro Cash & Carry → Lalitha Jewellery → Inorbit Mall Shoppers Stop,192.25,268.8
433,Adidas Originals → Bata Shoe Store → Metro Cash & Carry → Lalitha Jewellery → Inorbit Mall Shoppers Stop,183.97,243.43
434,Heritage Fresh → Mebaz Banjara Hills → Adidas Originals,71.0,99.73
435,Adidas Originals → Bata Shoe Store → Metro Cash & Carry → Lalitha Jewellery → Inorbit Mall Shoppers Stop,183.97,243.43
436,Adidas Originals → Bata Shoe Store → Metro Cash & Carry → Lalitha Jewellery → Inorbit Mall Shoppers Stop,183.97,243.43
437,Heritage Fresh → Mebaz Banjara Hills → Adidas Originals,71.0,99.73
438,MedPlus Madhapur → South India Shopping Mall → Lakme Salon → Bawarchi RTC X Roads → Chennai Shopping Mall → Hyderabad Central → Page 3 Luxury Salon,10130.59,10207.92
439,Fabindia Gachibowli → Nike Exclusive Store → Croma Jubilee Hills → Reliance Smart Jubilee,89.18,125.44
440,Adidas Originals → Bata Shoe Store → Metro Cash & Carry → Lalitha Jewellery → Inorbit Mall Shoppers Stop,183.97,243.43
